Term,drug_candidate,Adjusted P-value,P-value,Combined Score,Overlap,Genes,query_name,query_description
tetrandrine-7178,tetrandrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,APOC1;HMOX1;TNFAIP3;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chlorcyclizine-4367,chlorcyclizine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;PLEK;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
(+)-chelidonine-1786,(+),0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,GNLY;CCL20;LPL;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tanespimycin-1206,tanespimycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;NNMT;BAG3;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tamoxifen-2050,tamoxifen,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;COL1A2;HMOX1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
cicloheximide-6220,cicloheximide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HIST1H1D;TNFAIP3;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
sulfachlorpyridazine-3944,sulfachlorpyridazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;COL3A1;CD8A;S100A12,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
sulfadoxine-5852,sulfadoxine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;VCAN;IL1R1;LPL,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fosfosal-2997,fosfosal,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,STEAP4;DNAJA4;APOC1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
niclosamide-4136,niclosamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;FRMD4B;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mafenide-2287,mafenide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,HIST1H1D;HBB;TNFAIP3;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-3462,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2330,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
amoxapine-4996,amoxapine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HIST1H1D;INHBA;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
colistin-4212,colistin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;IL1R1;SCGB1A1;FN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nicergoline-2058,nicergoline,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;CCL20;HMOX1;FBLN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
digoxigenin-3060,digoxigenin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP6;TNFAIP3;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tretinoin-6243,tretinoin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EPAS1;HMOX1;NEAT1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
profenamine-5296,profenamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;MMP19;SERPINB9,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
methapyrilene-6644,methapyrilene,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL14A1;DNAJA4;CXCR4;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
amphotericin B-2441,amphotericin B,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP6;CCL20;MMP9;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
rimexolone-3516,rimexolone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;COL3A1;DPYSL3;FGL2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
yohimbine-6777,yohimbine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,C3;TAOK1;MMP19;FBLN1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
hexetidine-3318,hexetidine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
vorinostat-1645,vorinostat,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;CXCR4;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
3-hydroxy-DL-kynurenine-5641,3,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SPP1;LPL;FRMD4B;IGHA1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
thioridazine-6989,thioridazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TAOK1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
econazole-7427,econazole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
probucol-1608,probucol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CCL20;CCL4;FN1;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
amphotericin B-3303,amphotericin B,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;FGL2;HMOX1;PLTP,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trifluridine-7176,trifluridine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;FBLN1;NEAT1;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
arachidonic acid-604,arachidonic acid,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;DPYSL3;MMP19;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
genistein-2695,genistein,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP6;CCL20;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
mestranol-3346,mestranol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL3A1;HMOX1;CXCR4;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
dihydroergocristine-1745,dihydroergocristine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CCL20;TIMP1;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
dihydroergotamine-1398,dihydroergotamine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;TNFAIP6;CCL20;TIMP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
metampicillin-2123,metampicillin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CCL20;DPYSL3;HMOX1;XAF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-3395,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
podophyllotoxin-2540,podophyllotoxin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IL1RN;EPAS1;CCL20;TIMP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
bromocriptine-2007,bromocriptine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP6;IL1R1;CCL20;TIMP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
LY-294002-1227,LY,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;NNMT;FBLN1;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
labetalol-4473,labetalol,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,STEAP4;NNMT;TAOK1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lasalocid-3360,lasalocid,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;FBLN1;FRMD4B,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
lidoflazine-6278,lidoflazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SFTPA2;FN1;HMOX1;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
isoconazole-2218,isoconazole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;TNFAIP3;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
torasemide-3517,torasemide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,CRTAM;HMOX1;INHBA;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
fenbendazole-4542,fenbendazole,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,SOCS2;HMOX1;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-7387,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;CCL20;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
quinostatin-973,quinostatin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;TAOK1;TNFAIP3;TM4SF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
troglitazone-1657,troglitazone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TAOK1;HMOX1;FILIP1L,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
raloxifene-6235,raloxifene,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;IL1R1;HMOX1;MMP19,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
sulfanilamide-4474,sulfanilamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EPAS1;FN1;SERPINB9;XAF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
hemicholinium-6739,hemicholinium,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,COL1A2;CXCR4;MMP9;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
valinomycin-5911,valinomycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;NNMT;INHBA;PTGS2,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
atovaquone-4201,atovaquone,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IGHG1;DNAJA4;FRMD4B,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
0297417-0002B-6895,0297417,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP3;NEAT1;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2777,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
diphenylpyraline-3743,diphenylpyraline,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IL1RN;COL1A2;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
serotonin-4673,serotonin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;PLEK;TNFAIP3;CXCR4,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
oxedrine-3578,oxedrine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;IGHG1;HBB;TNFAIP3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
tretinoin-2671,tretinoin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP6;PLEK;TIMP1;FBP1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
vorinostat-5217,vorinostat,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;RGS2;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-1112,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,AKAP12;FN1;SERPINB9;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trifluoperazine-6984,trifluoperazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;GEM;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
chlorprothixene-2627,chlorprothixene,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;FRMD4B;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
colforsin-913,colforsin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EPAS1;CXCR4;TM4SF1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nicergoline-6251,nicergoline,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;HMOX1;FRMD4B;INHBA,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
solasodine-6025,solasodine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,HBB;MMP19;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trifluoperazine-1649,trifluoperazine,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,EGR1;TNFAIP3;NEAT1;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-4665,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RNF24;TNFAIP3;CXCR4;NEAT1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
trichostatin A-2835,trichostatin A,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,RGS2;SERPINB9;NEAT1;GEM,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
puromycin-6711,puromycin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,TNFAIP3;NEAT1;PTGS2;BIRC3,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
nialamide-4525,nialamide,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,VCAN;COL1A2;IL1R1;XAF1,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
alfuzosin-3203,alfuzosin,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,IGHG1;COL3A1;FN1;LPL,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
cyclopentolate-6214,cyclopentolate,0.0132445533180558,0.0015979577835658,55.34658305163635,4/100,APOC1;FN1;INHBA;DCN,Fallback_Old_CMAP_up,Combined signature vs Old_CMAP_up
sodium chloride BOSS,sodium chloride BOSS,0.0023088862118282,0.0003549642820988305,55.23841992663346,6/187,CD8A;TAOK1;FN1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
alfacalcidol 5282181 human GSE15947 sample 3364,alfacalcidol 5282181 human GSE15947 sample 3364,0.0076870758162524,0.00037768869617425273,55.05785053689837,6/324,IFITM2;SPARC;CCDC80;NNMT;FN1;XAF1,Drug_Pert_GEO,GEO drugs that reverse TB upregulation
ubiquinol 9962735 mouse GSE15129 sample 3461,ubiquinol 9962735 mouse GSE15129 sample 3461,0.0079034842288272,0.0017032475867643,55.00308881653584,4/251,EGR1;SPP1;NEAT1;LIPA,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
D-glucose BOSS,D,0.0023611231168398,0.00036520175311869046,54.73550330303542,6/188,TAOK1;FN1;LPL;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
rosiglitazone CTD 00003139,rosiglitazone CTD 00003139,0.0004858284642372104,4.018300849064778e-05,54.68832676412106,10/411,IGKC;IL1R1;FN1;LPL;HMOX1;NFATC2;CXCR4;PTGS2;MMP9;GEM,Fallback_DSigDB,Combined signature vs DSigDB
etanercept DB00005 human GSE47751 sample 2591,etanercept DB00005 human GSE47751 sample 2591,0.0044919521288797,0.0008086694371307757,54.60987440228173,5/360,APOC1;HBB;MMP9;FBP1;GEM,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
rosiglitazone DB00412 rat GSE21329 sample 2844,rosiglitazone DB00412 rat GSE21329 sample 2844,0.0080866655914502,0.0017533506210108,54.30766433675687,4/253,COL1A2;SPP1;HBB;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
hydrogen peroxide BOSS,hydrogen peroxide BOSS,0.0023997962463937,0.0003756690385709805,54.23930080358255,6/189,SPARC;TAOK1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
Superoxide BOSS,Superoxide BOSS,0.0023997962463937,0.0003756690385709805,54.23930080358255,6/189,TAOK1;FN1;HMOX1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
NICKEL CTD 00006389,NICKEL CTD 00006389,0.0023997962463937,0.0003756690385709805,54.23930080358255,6/189,HMOX1;TIMP1;PTGS2;LIPA;MMP9;GEM,Fallback_DSigDB,Combined signature vs DSigDB
Deacetylchitin BOSS,Deacetylchitin BOSS,0.0040291638527055,0.0007607477082160351,54.12473224425277,5/143,SPARC;TAOK1;FN1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
DL-Mevalonic acid CTD 00006329,DL,0.0148729024046508,0.0042325222263702,54.0807220421003,3/65,CCL4;PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
VANADIUM PENTOXIDE CTD 00002655,VANADIUM PENTOXIDE CTD 00002655,0.0148729024046508,0.0042325222263702,54.0807220421003,3/65,EGR1;COL3A1;COL1A2,Fallback_DSigDB,Combined signature vs DSigDB
15-delta prostaglandin J2 PC3 UP,15,0.0148729024046508,0.0042325222263702,54.0807220421003,3/65,BAG3;HMOX1;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
Mercury 23931 human GSE6907 sample 3533,Mercury 23931 human GSE6907 sample 3533,0.0081545415935221,0.0017787830545659,53.96495359946523,4/254,IL1RN;SPP1;PPIF;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
cholesterol BOSS,cholesterol BOSS,0.0024390302668028,0.0003863697478720367,53.74969001353438,6/190,LPL;HMOX1;HBB;PLTP;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
ciglitazone CTD 00001835,ciglitazone CTD 00001835,0.0024390302668028,0.0003863697478720367,53.74969001353438,6/190,HCAR3;IL1R1;EPAS1;CCL20;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
actinomycin D CTD 00005748,actinomycin D CTD 00005748,0.0024390302668028,0.0003863697478720367,53.74969001353438,6/190,BAG3;FN1;HMOX1;TNFAIP3;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
L-glutamine BOSS,L,0.0024390302668028,0.0003863697478720367,53.74969001353438,6/190,SPARC;CD8A;TAOK1;FN1;HMOX1;HBB,Fallback_DSigDB,Combined signature vs DSigDB
Phosgene 6371 mouse GSE2565 sample 3614,Phosgene 6371 mouse GSE2565 sample 3614,0.0046859736632986,0.0008497560650922721,53.61459306153939,5/364,EGR1;SPP1;TIMP1;NEAT1;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
losartan BOSS,losartan BOSS,0.0076783172844798,0.0017186513921802,53.59855304297973,4/102,TAOK1;FN1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
digoxigenin PC3 UP,digoxigenin PC3 UP,0.001052199653598,0.0001199704277934172,53.46085105171143,8/296,EGR1;ARID5B;TNFAIP3;CXCR4;INHBA;PTGS2;GEM;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
vorinostat PC3 UP,vorinostat PC3 UP,0.0005259516314752215,4.448469406402574e-05,53.45840250367401,10/416,RNF24;EPAS1;ARID5B;TNFAIP3;CXCR4;NEAT1;GEM;HSPA1B;LGMN;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
N-Acetyl-L-cysteine BOSS,N,0.0024716223596679,0.0003973075194980327,53.26655136930283,6/191,SPARC;TAOK1;FN1;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
streptozocin BOSS,streptozocin BOSS,0.0024716223596679,0.0003973075194980327,53.26655136930283,6/191,TAOK1;FN1;LPL;HMOX1;HBB;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
phenoxybenzamine MCF7 UP,phenoxybenzamine MCF7 UP,0.0024716223596679,0.0003973075194980327,53.26655136930283,6/191,EGR1;RGS2;HMOX1;SERPINB9;GEM;HSPA1B,Fallback_DSigDB,Combined signature vs DSigDB
Insulin BOSS,Insulin BOSS,0.0024716223596679,0.0003973075194980327,53.26655136930283,6/191,HLA-DRB5;CD8A;TAOK1;LPL;HMOX1;HBB,Fallback_DSigDB,Combined signature vs DSigDB
puromycin MCF7 UP,puromycin MCF7 UP,0.0016563317553639,0.0002143943440354238,53.20829329932491,7/242,SOCS2;EGR1;ARID5B;TNFAIP3;HIVEP2;HSPA1B;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
beta-D-Glucose 6-phosphate BOSS,beta,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,LPL;HBB,Fallback_DSigDB,Combined signature vs DSigDB
Tributyltin CTD 00000610,Tributyltin CTD 00000610,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,CXCR4;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
N-formylmethionylleucylphenylalanine CTD 00006360,N,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,TNFAIP6;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
isoliquiritigenin CTD 00001873,isoliquiritigenin CTD 00001873,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
Entinostat CTD 00003662,Entinostat CTD 00003662,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,PTGS2;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
ritodrine PC3 UP,ritodrine PC3 UP,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,AKAP12;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
leflunomide BOSS,leflunomide BOSS,0.0346062154066154,0.0132279832722483,53.14355844722063,2/35,MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
estradiol 5757 mouse GSE2195 sample 3623,estradiol 5757 mouse GSE2195 sample 3623,0.0047678872922829,0.0008708756026640274,53.12701279778268,5/366,C3;SOCS2;SPP1;COL6A3;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
SODIUM BUTYRATE 5222465 mouse GSE4410 sample 3584,SODIUM BUTYRATE 5222465 mouse GSE4410 sample 3584,0.0084604073346976,0.0018566202692437,52.956301594742754,4/257,EGR1;SPP1;TIMP1;NEAT1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
formaldehyde 712 rat GSE7002 sample 3541,formaldehyde 712 rat GSE7002 sample 3541,0.0047920247009207,0.0008815814167265472,52.88568343970445,5/367,EGR1;CCL4;PTGS2;FBP1;TM4SF1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
thapsigargin PC3 UP,thapsigargin PC3 UP,0.0004194725330283081,3.0312742114575857e-05,52.81353254348475,11/484,SOCS2;AKAP12;NNMT;CCL20;ARID5B;TNFAIP3;FRMD4B;INHBA;NEAT1;PTGS2;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
MERCURY BOSS,MERCURY BOSS,0.0152569608902365,0.0044181514367396,52.80161336369526,3/66,HBB;HMOX1;GEM,Fallback_DSigDB,Combined signature vs DSigDB
Silybin CTD 00003999,Silybin CTD 00003999,0.0152569608902365,0.0044181514367396,52.80161336369526,3/66,EGR1;HMOX1;MMP9,Fallback_DSigDB,Combined signature vs DSigDB
corbadrine HL60 UP,corbadrine HL60 UP,0.0152569608902365,0.0044181514367396,52.80161336369526,3/66,IL1RN;CCL20;ARID5B,Fallback_DSigDB,Combined signature vs DSigDB
Melatonin CTD 00006260,Melatonin CTD 00006260,0.0152569608902365,0.0044181514367396,52.80161336369526,3/66,LPL;HMOX1;PTGS2,Fallback_DSigDB,Combined signature vs DSigDB
MK-886 CID 3651377 human GSE3202 sample 3193,MK,0.0048163493264994,0.0008923853548441869,52.64597439459624,5/368,SPP1;PPIF;TIMP1;PTGS2;HSPD1,Drug_Pert_GEO_reverse,GEO drugs that reverse TB downregulation
cicloheximide HL60 UP,cicloheximide HL60 UP,0.0004194725330283081,3.088887552868534e-05,52.60402899649624,11/485,IL1RN;RGS2;TNFAIP6;CCL20;FUCA1;ARID5B;TNFAIP3;FRMD4B;HIVEP2;FILIP1L;BIRC3,Fallback_DSigDB,Combined signature vs DSigDB
diazepam BOSS,diazepam BOSS,0.0025821987027317,0.0004199089479208649,52.31922604280832,6/193,CD8A;TAOK1;FN1;HBB;MMP9;EREG,Fallback_DSigDB,Combined signature vs DSigDB
