gene,mean_abs_shap,mean_shap,direction,rank
KIF2A,0.005481169911253965,-0.0004490226312604865,DOWN,424
NCK2,0.005458682185300436,-0.0005462332076772771,DOWN,425
POU2F2,0.005426997040833086,0.0002351835431698156,UP,426
HNRNPLL,0.005285123019601811,-0.0003706878190771327,DOWN,427
CD5,0.005278298522992587,-0.0006334542715114341,DOWN,428
ANGPTL2,0.005231700855726229,-0.0004179917086657953,DOWN,429
FAS,0.005213444906407128,0.00011183942347123866,UP,430
TCHH,0.005204903654250769,0.0008533480834906826,UP,431
RAB33B,0.005198808680519695,-0.00028929053677459335,DOWN,432
HTRA1,0.0050722642286911935,-0.0002758057521839692,DOWN,433
FCN3,0.005051753377979893,0.0004717060114820686,UP,434
GPRASP1,0.005035767564768094,-0.0003908156749264683,DOWN,435
RGS16,0.005031664902040169,8.403316622605843e-05,UP,436
CAMP,0.0049777820548893344,0.0009689641219297546,UP,437
CSF1,0.004971303362995407,0.0006550039134393761,UP,438
MXI1,0.004881146598408193,-8.480578900599379e-05,DOWN,439
CTC1,0.004831894498066704,-0.0019387939982591837,DOWN,440
CCDC64,0.004798024506110139,-0.0008386532269891735,DOWN,441
LCN2,0.004741874822889775,0.00023214469835712323,UP,442
GBP1,0.004673819854288254,0.0001391407832095765,UP,443
GIMAP7,0.004610133705647415,0.00025384840469369,UP,444
ATG2B,0.0045982070337129335,0.00025688416042957455,UP,445
MEF2C,0.004588456609096263,-0.0002344608865370656,DOWN,446
