gene,mean_abs_shap,mean_shap,direction,rank
LAMB2,0.004579456088191334,-0.00013307304378613438,DOWN,447
MUC1,0.004446559194024877,0.0020509928827356972,UP,448
KATNBL1,0.00439027824894359,-0.000475147754224543,DOWN,449
MAP3K4,0.004378738642272399,-0.00024065963910348105,DOWN,450
TRAT1,0.00437444742419324,-0.00014453122054009884,DOWN,451
ZFAND2A,0.004326745374712525,-2.0963618993406793e-05,DOWN,452
MAP1A,0.004302262808487822,0.00016059409063733064,UP,453
TIGIT,0.004217362907707274,-0.00020595851810918447,DOWN,454
KRT19,0.004203997347085446,0.0011532930703813508,UP,455
EZH1,0.0041093619713646135,-0.0002578690182998607,DOWN,456
EPM2AIP1,0.004065149238536091,-0.0007827693559333349,DOWN,457
LRG1,0.004032282109956361,0.00044326428052650563,UP,458
LRMP,0.004027208551618095,-2.3271869371363566e-05,DOWN,459
CYR61,0.003997325749243982,0.0005558160981148296,UP,460
RRAD,0.003993599401967107,-0.0006995539007018447,DOWN,461
LAG3,0.00399157989104387,0.0006577995834724556,UP,462
C10orf54,0.003987296391605138,-0.00023230068688837472,DOWN,463
FAM122A,0.003912866546804632,0.0011975237585817046,UP,464
LAMB1,0.003908871859808018,0.00118030356350256,UP,465
FAM126B,0.0038780552056704026,-0.0002088179571114764,DOWN,466
FAM179A,0.00387343780193579,0.0009796521475025357,UP,467
DAPP1,0.003857421314510929,0.00014844981579552574,UP,468
CLC,0.00383331562521825,0.0008216523045798463,UP,469
VNN2,0.003832927655343484,-0.00020207263871649782,DOWN,470
TRNT1,0.0038297443326536186,0.00010741639237677962,UP,471
CYTH3,0.0037815211598610883,-8.862029266589639e-05,DOWN,472
SPAG1,0.003780963470909435,0.00046825987356500273,UP,473
ALS2,0.0037789893799767675,-0.00015156392626878193,DOWN,474
TBL1X,0.0037439158622592636,-0.00032436958257323393,DOWN,475
BANK1,0.003725855186372075,-0.0002988398213110885,DOWN,476
RORA,0.0037232967968266295,-0.0007524870132347644,DOWN,477
CCND2,0.003671276911728371,0.0007146604937611997,UP,478
HCG18,0.00366857780772443,0.00032219630372111636,UP,479
SECISBP2,0.003619409831433112,-0.000292980341283356,DOWN,480
SDC1,0.0035982280959559825,-0.0007399988194170069,DOWN,481
C1S,0.0035774771786939636,0.0013088594028165784,UP,482
EPN2,0.003560345369978131,-0.0007590360921282271,DOWN,483
SDC4,0.003542943629019997,0.0006942642689359652,UP,484
CPE,0.003534731535329579,0.001227829465280587,UP,485
YEATS2,0.003526977037535134,0.0002606971796625954,UP,486
TGFB3,0.0035207653471423617,0.0002717532633165813,UP,487
NRIP3,0.0035137417507800795,-0.00028218826896887506,DOWN,488
TRIM21,0.0035117230925972476,0.0009223086554032135,UP,489
APOBEC3G,0.0035105560611739077,0.0009117188881301513,UP,490
MEFV,0.0035078142285279324,0.0005036032944584737,UP,491
UGDH,0.003505784233341652,-0.00033620888380759764,DOWN,492
FLT1,0.0034719476583032816,-0.00019051840914687668,DOWN,493
RAB7L1,0.0034106950283849928,7.437841063567325e-05,UP,494
CNOT6L,0.0033866098220954595,-0.0009132330981337253,DOWN,495
SLC37A3,0.00338146473903755,0.0004426437861641316,UP,496
HARS,0.003362113186507423,-0.00017857652718644855,DOWN,497
VCPIP1,0.003328272103915393,0.00036907456699645656,UP,498
SDPR,0.0033132085371245816,0.0002722346088975437,UP,499
GBP4,0.003305458027803709,0.0007834982992691183,UP,500
KLF7,0.003284583634987414,0.001234584045339803,UP,501
ZAP70,0.0032774985243894973,0.0009894466492227471,UP,502
DCUN1D4,0.0032689496796972197,0.00044625834363526135,UP,503
IFIH1,0.0032412078597197865,-0.0005709518710516169,DOWN,504
CTSE,0.0032377716656959584,-0.00017810335712142503,DOWN,505
ADM,0.003234850344267943,8.756024742579328e-05,UP,506
PRKDC,0.0031982448205321386,8.882416356611285e-05,UP,507
CD226,0.003192915595914374,0.00022316778912083473,UP,508
CXorf23,0.0031892742566267717,-0.00013325703298360696,DOWN,509
WIF1,0.003141476574338012,0.00028698692047267923,UP,510
FGFBP2,0.0031400835838475702,-0.0005345718652503121,DOWN,511
SOCS4,0.0030703710800181073,-1.7670039698948107e-05,DOWN,512
KAT6B,0.003058952300628093,-2.9401112863015946e-05,DOWN,513
ITK,0.003053348461117454,-0.00010289055607588499,DOWN,514
APOL3,0.0030109827140066226,0.00045233171759976725,UP,515
ABCA3,0.002982675024175616,0.00021795119851670072,UP,516
DOCK5,0.002929303732682118,-2.209436309376532e-05,DOWN,517
FRY,0.0029194834188088206,1.1261773132583798e-05,UP,518
PPP1R12B,0.002915219505635965,-0.0003920888072674396,DOWN,519
IGHA2,0.002906816088570619,0.0012064692439562757,UP,520
KIAA1551,0.002904544762339723,-0.0005596410680609198,DOWN,521
SRPK1,0.0029025504910989027,0.0004743134617763319,UP,522
RP11-94L15.2,0.0028580667024904775,0.00039793959651195153,UP,523
SH3PXD2A,0.0028439022724102174,8.767452861590187e-06,UP,524
KLRD1,0.00282751536347747,0.0006675883450853795,UP,525
RSBN1L,0.0028250889568134686,0.000383413441483877,UP,526
GCN1L1,0.0027975516673098733,0.00048070794771993137,UP,527
PALLD,0.002795408089261302,0.0004358072438583714,UP,528
LPIN1,0.0027841310186934734,-0.0004468223115372934,DOWN,529
EDN1,0.002758380631700716,-0.0004069337945712617,DOWN,530
SKAP1,0.0027554341592776633,0.0009232282230022588,UP,531
SERPINB2,0.0027450466906286473,6.363705924549845e-05,UP,532
ARL15,0.002718432975380987,0.00044752312950012234,UP,533
PGC,0.002713723072815151,0.0018849044035198885,UP,534
KIAA0226L,0.002698840344867143,-6.860637350201806e-06,DOWN,535
XPO4,0.0026874096091857383,0.0006090765397381391,UP,536
ZNF766,0.002654973225816,2.7566441647635503e-05,UP,537
LDLRAD4,0.0026174001026453325,-0.00020712857668202434,DOWN,538
MAF,0.002612799363288957,0.00026734060020170764,UP,539
TGFBRAP1,0.002609126812435027,-0.000428648919316079,DOWN,540
TCF4,0.002604058940699947,0.0005478546286776099,UP,541
ICAM4,0.002538612311150019,0.00031916114978067066,UP,542
KRT5,0.002479654422146323,-0.00036858223317331134,DOWN,543
NPDC1,0.0024629379813286474,3.7497731940194926e-05,UP,544
FAM53B,0.0024005286013829338,0.00018801685603122664,UP,545
BACH2,0.002399629142977576,5.384491911597624e-05,UP,546
KAL1,0.002354971709490694,0.0001347693612119146,UP,547
GZMH,0.0023538066351985894,-0.00041827800942117365,DOWN,548
RASD1,0.002340994068235743,-0.0007505129621986639,DOWN,549
MLLT3,0.002320564899680606,-9.590309496532175e-05,DOWN,550
FAM169A,0.0023115548894353374,-0.0005986457459866764,DOWN,551
PHLDB1,0.0023035474915605388,-0.00012773512043004253,DOWN,552
OSMR,0.0022960202416173687,-0.00038514303175250276,DOWN,553
SLAMF7,0.002283067673388129,-0.00010247435339426312,DOWN,554
AUTS2,0.002277400579504448,0.0005626765214767593,UP,555
LAMB3,0.0022617086952843165,-2.6147146420483708e-05,DOWN,556
TNFRSF4,0.0022450849471101313,0.00012524842684063833,UP,557
F5,0.0022428778830801094,-0.00039086075522443776,DOWN,558
DSTYK,0.0022205724867133173,0.000746383361073348,UP,559
MUC15,0.002215469049768907,-0.0004969318995771259,DOWN,560
SLFN13,0.0022136045386501506,-0.00019515712390731776,DOWN,561
ERCC6L2,0.0021850925029467325,-0.0006256879651377011,DOWN,562
MT1F,0.0021795408265886658,-6.776593738157536e-05,DOWN,563
ZNF346,0.002151741559101619,0.00047237552260260873,UP,564
ZNF445,0.0021493324783995425,7.831683289017073e-05,UP,565
STAT4,0.0021283304508840743,6.553135001974796e-05,UP,566
TESPA1,0.0021166501922410437,3.3244347826192614e-05,UP,567
MCCC2,0.002111793576229479,-0.0003437619542181586,DOWN,568
HACE1,0.0021109457808778528,2.3657664006056117e-05,UP,569
PHLDB2,0.0020808415549935827,-7.117513112450586e-05,DOWN,570
MMP12,0.0020802442258342287,-3.5468690115343655e-05,DOWN,571
YPEL2,0.002079970168906973,-3.389863407941964e-05,DOWN,572
TMEM71,0.0020776932822965787,-0.0005888212805346966,DOWN,573
HBA2,0.0020694915610396324,-7.00802954916015e-05,DOWN,574
PLAT,0.0020692876114043936,0.00010897533804166277,UP,575
WDFY4,0.002058618232841465,0.0002520725772002869,UP,576
COL1A1,0.002047780896359161,0.001318753070928674,UP,577
IL12RB2,0.002045665987807356,-0.0001828441627151938,DOWN,578
CALML4,0.0020433331003573674,0.00025477646916337,UP,579
CALB2,0.002039725614083955,2.13208389111592e-05,UP,580
ARID2,0.0020377852308918623,-0.00022966211514130954,DOWN,581
SERPINF1,0.002014153473549899,0.0006549458989788336,UP,582
ATAD2,0.0020137748639045554,0.0001146422974437692,UP,583
ANK3,0.0019965915634866643,0.00011340886926145341,UP,584
CD244,0.0019784967856597904,0.0001952757484559144,UP,585
DGKH,0.001971594626707134,4.381002938541275e-05,UP,586
CPA3,0.0019648978684229665,0.0003799802817370534,UP,587
CA5B,0.0019580517905053666,0.0001995162969199483,UP,588
SLC7A6,0.0019517791847569637,0.0001633584178230377,UP,589
RP6-99M1.2,0.0019357334109371739,-8.015524585346232e-05,DOWN,590
DYSF,0.0019096450290741482,0.00010136529540446485,UP,591
UBE2G1,0.0018498260589130688,-0.0005105874136244284,DOWN,592
CD6,0.001841119367477831,-5.121269725487481e-05,DOWN,593
PLD4,0.0018386537765874536,-0.0006815469654311457,DOWN,594
HAL,0.0018069460288890804,-0.00011738170842487846,DOWN,595
AGR3,0.0017866580480194068,0.0004237327196104926,UP,596
DDX58,0.0017810176094484825,0.00026811986863254197,UP,597
DERL3,0.0017767647683335339,0.0003709896926594219,UP,598
LDB2,0.0017751199166955276,8.163146412535129e-05,UP,599
TCP11L1,0.0017349000794357444,0.0001301627726723373,UP,600
CHI3L2,0.0017278135153364024,-7.782628736167146e-05,DOWN,601
BRD1,0.0017209470724536536,0.0005612995600656022,UP,602
CTSG,0.001720254852521174,-0.00016150410424958182,DOWN,603
VNN3,0.0016750731045663337,0.00019757872975766067,UP,604
SRPK2,0.001656902296329119,-0.00011639506114500675,DOWN,605
PIK3IP1,0.0016418632204855794,-0.00013599906779777798,DOWN,606
TIAM2,0.0016306990580193831,0.0002026057548726416,UP,607
LTF,0.0016013814946172038,3.838621040870342e-05,UP,608
AGL,0.001600637924816972,8.369150826585126e-05,UP,609
ZNF365,0.0015968709855264782,-0.00016388062288129413,DOWN,610
TMCC3,0.0015653511745078266,0.00020392715271742731,UP,611
BTNL9,0.0015646968316955568,0.0002603248400762341,UP,612
DDX60,0.0015314216292895387,0.00026959803487139805,UP,613
CSTF1,0.0015299738830012665,-0.0004991473517642693,DOWN,614
CEACAM1,0.0015221574246788792,0.0005407684802933216,UP,615
CRTAC1,0.0015077505415563568,-0.0002800720534729607,DOWN,616
PCNXL2,0.0014938754699983436,-0.00014455895329565062,DOWN,617
SOX4,0.0014932533189630688,-0.00013402200111907271,DOWN,618
HHIP,0.001492825866704231,0.0008830594737110418,UP,619
CYP4B1,0.0014906524041833724,-0.00029015563027040797,DOWN,620
TNFSF15,0.001479848420164612,-0.0006874789435860388,DOWN,621
GSTCD,0.0014713551111890137,0.00048513762021656643,UP,622
SMAD6,0.001459274887690642,-0.00019802514765107914,DOWN,623
TMEM204,0.0014508427990977803,-3.5052176581005752e-06,DOWN,624
RP4-694B14.5,0.0014469298150225263,-0.0008274682284739371,DOWN,625
CRIM1,0.0014414674043354888,0.00017796988605669982,UP,626
P2RY10,0.0014284717949607695,0.00039261965342321644,UP,627
DAPK2,0.0014230477405680142,0.0005888261894787952,UP,628
UACA,0.0014147240539340575,0.0005152314378945827,UP,629
OTUD3,0.0014143774899677067,-0.00019540384973326335,DOWN,630
TNFRSF10C,0.001409468198081462,6.396463091640283e-05,UP,631
PHF15,0.0014044795254220222,0.0002666460579454872,UP,632
CCDC7,0.0013949108822964617,0.0001361812663662976,UP,633
CADM1,0.0013948228305741587,-8.349215415251962e-06,DOWN,634
CXCR5,0.0013860035404016074,9.029150471128201e-05,UP,635
TNNC1,0.001379169084481165,0.00012347147514560507,UP,636
ERCC3,0.001370959038425416,0.0004939168932098201,UP,637
ANGPT2,0.001356043144366868,-0.00033513422777600943,DOWN,638
ACACB,0.0013511049203503824,0.00029097405049717474,UP,639
MIR29B1,0.0013387076282172256,-4.046929052091885e-05,DOWN,640
PMM2,0.0013321070649740872,-0.0003894599930566589,DOWN,641
XPA,0.0013318796020542483,-7.626712690043674e-05,DOWN,642
KLF12,0.0013276950979818772,-4.2030213502882693e-05,DOWN,643
PCNT,0.0013214311413509154,-0.00028125306042807294,DOWN,644
ANXA3,0.0013135277462942056,0.00010738103166817441,UP,645
RDH10,0.0012856698459747377,0.0002718379838662038,UP,646
HES1,0.0012704802378750613,0.0001334888359003358,UP,647
FAM13A,0.0012600347349811646,-0.00020494607340832563,DOWN,648
EMB,0.0012551015150389794,-3.079722246580067e-05,DOWN,649
ARHGAP29,0.0012532240418741646,-0.00011056843628864271,DOWN,650
SLC35A2,0.0011889863042091578,0.0002270500370419527,UP,651
IL11RA,0.00117927541850044,0.00023066888212811804,UP,652
SOBP,0.0011747912883222392,6.367728575083858e-05,UP,653
RP11-806H10.4,0.0011741828066299683,-0.0001475012644724805,DOWN,654
FOXO1,0.001173361755705477,0.00012090151167805175,UP,655
KIF11,0.0011451936175846979,0.0001693042794183881,UP,656
TRGC2,0.0011318116072574274,-0.00014990322971816997,DOWN,657
RFX7,0.0011212425347224234,-0.00041946496675525054,DOWN,658
PPP3CC,0.0011211282192372049,-0.00041987563498763344,DOWN,659
CDKN1C,0.001077493101179154,0.00010031287839219891,UP,660
NUP160,0.0010698945476472887,-0.00010541332115572687,DOWN,661
SUSD2,0.001069043617784612,-0.00018526635669945463,DOWN,662
EFNB2,0.0010526751178803616,0.00022359294086327295,UP,663
BTBD11,0.0010444410267198582,0.000321475613746813,UP,664
SLAMF6,0.0010395673264351427,0.00014565332349514157,UP,665
NELL2,0.0010369715634102909,-0.00026556231268216825,DOWN,666
SSPN,0.0010343654111984058,-5.7134765941986165e-05,DOWN,667
RP3-395M20.8,0.0010337516213313228,0.00017389935590511556,UP,668
COX20,0.0010200698565485582,0.00018320907603001834,UP,669
P2RY8,0.001001921425239674,9.660129098807542e-05,UP,670
S1PR1,0.0010012373738785673,-0.00011238820718443327,DOWN,671
CD2,0.000995384159969872,-0.000490730681968006,DOWN,672
SLAMF1,0.0009919417780355868,4.358628825571334e-05,UP,673
LYPD3,0.0009902750466932548,-3.961704746248027e-05,DOWN,674
PYROXD2,0.0009816284180273265,5.789493518165015e-05,UP,675
SH2D1A,0.0009794581223480647,-0.00014220410380801063,DOWN,676
NMI,0.0009587872339491406,1.264804380227177e-05,UP,677
RP11-661A12.7,0.0009583792004178907,-0.0009362664689620669,DOWN,678
TAF4B,0.0009446921794521407,-0.00036214514763708693,DOWN,679
SFN,0.0009088573926055941,-0.00023119674573009126,DOWN,680
GPR171,0.0008886917006864356,-6.787152195138542e-05,DOWN,681
ZNF248,0.0008834714518224371,-5.920733660334528e-06,DOWN,682
DKK3,0.000883348475521638,9.282143720013895e-05,UP,683
ZSCAN32,0.0008816654610926232,0.00017573785917892207,UP,684
PRICKLE3,0.0008781101191794183,-8.688588874195673e-05,DOWN,685
CD96,0.0008711269494363828,-0.0004233729106645203,DOWN,686
SLC16A1,0.0008708864938025355,-0.0003134480688454529,DOWN,687
IL23A,0.0008706894575395171,-0.00028519586815946703,DOWN,688
THEMIS,0.0008690692540421501,6.404448228382781e-05,UP,689
EPHA4,0.0008676864809584333,-0.0003152932964040251,DOWN,690
SEMA6D,0.0008580942770184224,-0.0001268877061364988,DOWN,691
MRE11A,0.0008165577705455999,-0.00013950359268367327,DOWN,692
CSGALNACT1,0.0008157631432488319,-0.00022635874071476133,DOWN,693
LAYN,0.0008151623645229464,0.00016112383816711495,UP,694
AGFG2,0.000812502662202724,5.548435419691041e-05,UP,695
MT1X,0.0007962163178457072,8.01505180527173e-05,UP,696
RAB11FIP2,0.0007920192775744217,0.0001850178394674354,UP,697
TRAF3IP3,0.000784402473052711,0.00024741747919957346,UP,698
PLEKHA1,0.0007746929742465152,-5.32720684194629e-05,DOWN,699
LAMP3,0.0007563015402618581,0.00013516665795542217,UP,700
KLRB1,0.0007488466930084169,0.00030054027820551393,UP,701
GAN,0.0007483887424070009,2.793895151929449e-05,UP,702
OBSCN,0.0007455863292766546,0.0001087408580738506,UP,703
MCOLN2,0.0007354795940089082,0.0001267461150795352,UP,704
CNKSR3,0.0007261818820546878,-6.0566302479751386e-05,DOWN,705
MACROD2,0.0007138291507347207,0.00030956411609498987,UP,706
RARRES3,0.0007091603114323629,-0.0001240143336126339,DOWN,707
PCYOX1,0.0007043604881646178,-1.4169124663974948e-05,DOWN,708
SYTL3,0.0006941742323731372,0.00011302654743572598,UP,709
PATL2,0.0006821332232296717,9.725660032426982e-05,UP,710
CTD-2531D15.4,0.0006755904810696261,0.0006153205651003726,UP,711
C1orf85,0.0006687492599933466,0.00035888395991945024,UP,712
ENC1,0.0006362874298240966,-0.00019286498141402725,DOWN,713
ALDH1A2,0.0006234012370350067,4.389115559583706e-05,UP,714
HES2,0.000622868249723029,-6.425632697431053e-05,DOWN,715
GIMAP8,0.0006152905577760509,-0.0001768233065039686,DOWN,716
GZMK,0.0006051429835027307,-3.145657952063036e-05,DOWN,717
MT-TS2,0.0006041345556101574,6.361509439364395e-06,UP,718
CEP44,0.0006033556589233345,-0.00011927175228217212,DOWN,719
SH2D2A,0.0006027868394843657,-9.21216399240938e-05,DOWN,720
ZFPM1,0.0006011349343668478,1.7658775691060442e-05,UP,721
PEAK1,0.0006011340518850473,-0.00016116720205896094,DOWN,722
GZMB,0.0006003159841242912,-0.00036406687384526304,DOWN,723
LINC00341,0.0005997599079288344,0.00019274800179501915,UP,724
P2RX5-TAX1BP3,0.0005982133854298761,0.00023400711816021918,UP,725
POLR1E,0.0005819330225473541,-0.00021621122332135274,DOWN,726
CBLB,0.0005817518111071485,-0.00016536739224651406,DOWN,727
MAP3K9,0.0005789636597640752,-1.350144861485815e-05,DOWN,728
NUSAP1,0.0005780470453691539,-0.00018508639467562784,DOWN,729
TXLNG,0.0005678852771834428,3.1577367787582574e-05,UP,730
RP11-589C21.6,0.0005676608554564321,-0.00015324145082836862,DOWN,731
MTAP,0.0005420580215226566,-0.0001410608593148411,DOWN,732
FBXL4,0.0005217999444479294,-6.796371052807304e-05,DOWN,733
BCL11B,0.0005142823417509088,0.00017240086925595787,UP,734
KANSL1,0.0005132121723616543,-9.356003523978535e-05,DOWN,735
TNFSF14,0.0005099711993024253,6.015097118075804e-06,UP,736
LCK,0.0005076052715775328,-0.00018518466699137985,DOWN,737
SENP7,0.0005075664841617961,0.00018847413575637868,UP,738
RUNX2,0.0004889363294387491,0.00023554854122347422,UP,739
ENAM,0.0004707342317923734,0.00044207561441922627,UP,740
TTF1,0.0004701092889284994,-1.1187183137713678e-05,DOWN,741
KIAA1324L,0.00046961154565415737,3.887646707424821e-06,UP,742
NKG7,0.00046143609446663766,0.00020893569092453126,UP,743
PRKG1,0.0004536052851882633,0.0002810078424119017,UP,744
GPATCH2L,0.0004497807438703645,-9.127573001277524e-06,DOWN,745
SLC4A4,0.0004495560414057808,-0.0003153302066382127,DOWN,746
AIF1L,0.0004444907662460745,5.603175478172086e-05,UP,747
ZNF367,0.000439669095217153,3.2016192912068345e-05,UP,748
SH2D3C,0.00043841641506321656,-2.2372651020505264e-05,DOWN,749
CD247,0.0004290961152449671,-0.00023367579096859667,DOWN,750
MYO1B,0.00042849254611006065,0.00011485529522646911,UP,751
RNASE2,0.0004279354418840222,0.00011462897871697009,UP,752
CD1C,0.00042743800792666126,6.04540314738906e-06,UP,753
C12orf65,0.0004223809580841369,0.00010197093900400914,UP,754
PLS3,0.00042204429064762885,8.118303103480863e-05,UP,755
IFI44L,0.0004121691898761378,-4.376016572014833e-05,DOWN,756
NARF,0.0004085670092520663,-3.988380882766372e-05,DOWN,757
YPEL1,0.0004085404611259912,-0.00020887547482781012,DOWN,758
GATA3,0.00040278108978414985,-1.924443714284567e-05,DOWN,759
ZNF649,0.00040258603435650107,-0.00010584948374521685,DOWN,760
IGFBP4,0.00040145709433610607,-0.00012589288912416528,DOWN,761
PIGR,0.00039314474420059747,0.00011882568239119874,UP,762
LDLRAP1,0.00039253788950077717,8.810519005356926e-05,UP,763
EXPH5,0.00038779756608622797,-3.3988797881510245e-05,DOWN,764
CEACAM6,0.0003875774797076809,-4.051315575260524e-05,DOWN,765
WFDC2,0.00038116228037674314,0.00012065899105442828,UP,766
IGF1R,0.0003722118674424239,-8.276779410361154e-05,DOWN,767
MAP4K1,0.000370565368327712,8.958652670473986e-06,UP,768
AC015971.2,0.00037020578734160866,6.77737950374797e-05,UP,769
MIR3661,0.000364326617591311,0.000364326617591311,UP,770
IGLC3,0.0003539923712646145,3.212117662425709e-05,UP,771
BLM,0.0003415648073405971,-0.00012166135200763372,DOWN,772
ALDH6A1,0.00033705314020965283,-2.4754061042952513e-06,DOWN,773
TRDC,0.00033457262107677036,-0.00010973158032599613,DOWN,774
MCM6,0.00033226746898013237,-6.206628442212473e-05,DOWN,775
DHRS12,0.0003306086651329864,8.981425396990009e-05,UP,776
CLDN4,0.00031924832000528123,4.18823291334753e-05,UP,777
RP11-295G20.2,0.00031285420818365667,3.2843223111982872e-06,UP,778
PLIN5,0.00031048533177986215,-6.763357165648735e-06,DOWN,779
P2RY14,0.00030161414367491877,-0.0001107570680670037,DOWN,780
DHX33,0.00029920864924909646,0.00011506903054360639,UP,781
BRD8,0.00029653560669161465,9.485736196502314e-05,UP,782
DHCR24,0.0002952415911638389,-9.46437123239366e-05,DOWN,783
RNF38,0.0002927030250516796,-3.145134842861585e-05,DOWN,784
RBM43,0.00029028139316292597,3.9074479074274465e-05,UP,785
PTPRS,0.00028439854344246784,-5.6909477471933024e-05,DOWN,786
PDCD11,0.00028200394262784814,0.00028200394262784814,UP,787
TECPR2,0.00028040509009330614,-4.581579034384063e-05,DOWN,788
KIF21B,0.0002794635788592246,0.000116659713655185,UP,789
SP140,0.0002793656418720473,5.21231365625388e-05,UP,790
SIGLEC10,0.00027903193205546125,3.669630475909188e-05,UP,791
KIF3A,0.0002667675724240911,-4.312606586769909e-05,DOWN,792
CKB,0.0002661946796729696,-7.663826492241107e-07,DOWN,793
NEDD4L,0.00026521351568657985,0.00010950142908262027,UP,794
CENPF,0.0002639352433260127,-9.200254640277866e-05,DOWN,795
MOCOS,0.00026323898640475465,-0.0002250801939602764,DOWN,796
IGHV3-11,0.0002598563091811316,0.00010014522517933918,UP,797
AGER,0.0002590808718082645,-3.9655177689916125e-05,DOWN,798
COL18A1,0.0002587381542537769,-7.74806085259577e-05,DOWN,799
SLC7A6OS,0.0002496850030088028,-2.833809183712248e-05,DOWN,800
MMRN2,0.0002470632187044695,0.0002470632187044695,UP,801
ORC4,0.0002428283517751455,0.00014393726732161495,UP,802
CTLA4,0.00024280452100055664,-3.381601900528597e-05,DOWN,803
LMO7,0.00023334395155969967,6.96811434305712e-05,UP,804
ARAP3,0.00023032042983465819,-1.867028629407051e-05,DOWN,805
ERICH1,0.00022125977432368044,8.4092481974342e-05,UP,806
LSMEM1,0.00021571215040807373,0.00015588328423112762,UP,807
TCF7,0.0002134158431372796,3.6071345563428355e-06,UP,808
PSTPIP1,0.0002078928245884203,7.720619037187989e-05,UP,809
OLFM1,0.00019681265324255864,-0.00011168145941955003,DOWN,810
SPON2,0.00019503995311919028,2.9754546018980518e-05,UP,811
GPD1L,0.00019314911451675533,3.238461241671805e-05,UP,812
CAV2,0.0001923082210622584,0.00010014350188666413,UP,813
CX3CR1,0.00018238478169455767,3.701752361502407e-05,UP,814
PATZ1,0.0001822645463825394,0.00011159523715301717,UP,815
GS1-358P8.4,0.00017950353437991423,6.6933609754905e-05,UP,816
SELENBP1,0.00015609246717728854,1.3744360997874112e-05,UP,817
CERK,0.0001543142250598727,3.365488101072097e-05,UP,818
SBK1,0.0001502791928057301,6.416966283179034e-05,UP,819
CCDC88C,0.0001146191847593285,7.737582975685327e-05,UP,820
TTF2,0.00011175680536433623,3.047815569644131e-06,UP,821
PAAF1,0.00010906159175293293,8.625243956290955e-05,UP,822
SLAIN1,0.00010152900733866632,6.578996972854854e-05,UP,823
CD40LG,0.00010067840030605268,7.30085098763653e-05,UP,824
TRERF1,9.258937587815402e-05,7.498479913979386e-05,UP,825
MIAT,9.222464451653051e-05,6.676091526228936e-05,UP,826
SMC6,8.725360886210369e-05,6.13404565600075e-05,UP,827
NUGGC,8.127836866529805e-05,7.743659917415262e-05,UP,828
ATHL1,8.079203219956869e-05,6.374109496273342e-05,UP,829
KRT4,7.565411836690268e-05,5.9207364117941735e-05,UP,830
RASAL3,6.670454192896528e-05,1.292610721262254e-05,UP,831
STAMBPL1,6.418774465606844e-05,4.10591064693547e-05,UP,832
TMEM116,5.4093376384692346e-05,5.4093376384692346e-05,UP,833
PHC3,4.989652686242633e-05,1.4986859459930644e-05,UP,834
ZMYM5,4.695405867336942e-05,3.099863835013384e-05,UP,835
MAP9,4.40170468569929e-05,3.5778880859358296e-05,UP,836
ZDHHC23,4.336791492000626e-05,3.0092611778316434e-05,UP,837
SNX22,4.1556709324511616e-05,1.9062295728038366e-05,UP,838
ZC3H12D,4.109725399248812e-05,2.6719118789084417e-05,UP,839
PDE7A,3.9211600329885535e-05,3.9211600329885535e-05,UP,840
GARNL3,0.0,0.0,DOWN,841
FLRT2,0.0,0.0,DOWN,842
FLRT3,0.0,0.0,DOWN,843
FLT3LG,0.0,0.0,DOWN,844
FLT4,0.0,0.0,DOWN,845
FLVCR1-AS1,0.0,0.0,DOWN,846
FMO2,0.0,0.0,DOWN,847
FMO5,0.0,0.0,DOWN,848
FMOD,0.0,0.0,DOWN,849
FNDC4,0.0,0.0,DOWN,850
FRMD6,0.0,0.0,DOWN,851
FRZB,0.0,0.0,DOWN,852
CD200R1,0.0,0.0,DOWN,853
CD207,0.0,0.0,DOWN,854
CD22,0.0,0.0,DOWN,855
CD248,0.0,0.0,DOWN,856
CD27,0.0,0.0,DOWN,857
CD34,0.0,0.0,DOWN,858
FANCA,0.0,0.0,DOWN,859
FAP,0.0,0.0,DOWN,860
FASLG,0.0,0.0,DOWN,861
FST,0.0,0.0,DOWN,862
FSTL1,0.0,0.0,DOWN,863
FTX,0.0,0.0,DOWN,864
FUT1,0.0,0.0,DOWN,865
GID4,0.0,0.0,DOWN,866
GAS1,0.0,0.0,DOWN,867
GATA6,0.0,0.0,DOWN,868
CCL22,0.0,0.0,DOWN,869
CCL28,0.0,0.0,DOWN,870
CCL3L1,0.0,0.0,DOWN,871
CCL4L1,0.0,0.0,DOWN,872
CCNB1,0.0,0.0,DOWN,873
CCND1,0.0,0.0,DOWN,874
CCNE2,0.0,0.0,DOWN,875
CCNJL,0.0,0.0,DOWN,876
CCR4,0.0,0.0,DOWN,877
CCR6,0.0,0.0,DOWN,878
CD160,0.0,0.0,DOWN,879
FRAS1,0.0,0.0,DOWN,880
GNG4,0.0,0.0,DOWN,881
GPATCH1,0.0,0.0,DOWN,882
GPATCH4,0.0,0.0,DOWN,883
GPC1,0.0,0.0,DOWN,884
GATS,0.0,0.0,DOWN,885
GBP7,0.0,0.0,DOWN,886
GCDH,0.0,0.0,DOWN,887
GDF11,0.0,0.0,DOWN,888
GDF15,0.0,0.0,DOWN,889
GEMIN7,0.0,0.0,DOWN,890
GEN1,0.0,0.0,DOWN,891
GFI1,0.0,0.0,DOWN,892
GFPT2,0.0,0.0,DOWN,893
GFRA1,0.0,0.0,DOWN,894
GGT6,0.0,0.0,DOWN,895
CCDC30,0.0,0.0,DOWN,896
CCDC34,0.0,0.0,DOWN,897
